OriginalRow,OriginalText,CleanText,MatchedCategories,FinalCategory
1037,Reading books and government exams ,reading books and government exams,Reading & Writing (read),Reading & Writing (read)
1038,Gaming,gaming,Gaming (gaming),Gaming (gaming)
1039,Reading Danching Travelling etc.,reading danching travelling etc,"Reading & Writing (read), Travel & Adventure (travel)","Reading & Writing (read), Travel & Adventure (travel)"
1040,Cricket ,cricket,Sports (cricket),Sports (cricket)
1041,Study ,study,Education & Study (study),Education & Study (study)
1042,Reading Dancing Error solving ,reading dancing error solving,"Music & Dance (dancing), Reading & Writing (read)","Music & Dance (dancing), Reading & Writing (read)"
1043,Trekking & Sports,trekking   sports,"Sports (sport), Travel & Adventure (trek)","Sports (sport), Travel & Adventure (trek)"
1044,Watching cricket and playing cricket Listening Music ,watching cricket and playing cricket listening music,"Sports (cricket), Music & Dance (music), Entertainment (watching), Mind & Wellness (listening)","Entertainment (watching), Mind & Wellness (listening), Music & Dance (music), Sports (cricket)"
1045,Tracking watching phone and TV,tracking watching phone and tv,"Travel & Adventure (tracking), Entertainment (tv)","Entertainment (tv), Travel & Adventure (tracking)"
1046,Singing and dancing ,singing and dancing,Music & Dance (singing),Music & Dance (singing)
1047,drawing,drawing,Arts & Crafts (drawing),Arts & Crafts (drawing)
1048,Love cooking ,love cooking,Cooking & Baking (cook),Cooking & Baking (cook)
1049,yoga and meditation ,yoga and meditation,Mind & Wellness (meditation),Mind & Wellness (meditation)
1050,Playing cricket kabbadi ,playing cricket kabbadi,Sports (cricket),Sports (cricket)
1051,Travelling sketching ,travelling sketching,"Arts & Crafts (sketching), Travel & Adventure (travel)","Arts & Crafts (sketching), Travel & Adventure (travel)"
1052,Dancing and cooking ,dancing and cooking,"Music & Dance (dancing), Cooking & Baking (cook)","Cooking & Baking (cook), Music & Dance (dancing)"
1053,Playing Basketball ,playing basketball,Sports (basketball),Sports (basketball)
1054,Cricket ,cricket,Sports (cricket),Sports (cricket)
1055,Singing Reading,singing reading,"Music & Dance (singing), Reading & Writing (read)","Music & Dance (singing), Reading & Writing (read)"
1056,Coding ,coding,Technology & Coding (coding),Technology & Coding (coding)
1057,Cricket ,cricket,Sports (cricket),Sports (cricket)
1058,Armed Forces but some reason I'm not allowed in armed forces. ,armed forces but some reason i m not allowed in armed forces,Fitness & Gym (forces),Fitness & Gym (forces)
1059,Playing outdoor games and coding,playing outdoor games and coding,"Technology & Coding (coding), Gaming (game)","Gaming (game), Technology & Coding (coding)"
1060,Reading ,reading,Reading & Writing (read),Reading & Writing (read)
1061,Traveling ,traveling,Travel & Adventure (travel),Travel & Adventure (travel)
1062,Swimming ,swimming,Sports (swim),Sports (swim)
1063,My hobbies are to ride on bikes watching you tube I have interest in helping people and also sometimes in earning new things..,my hobbies are to ride on bikes watching you tube i have interest in helping people and also sometimes in earning new things,"Design (new), Entertainment (watching), Automotive & Racing (bike)","Automotive & Racing (bike), Design (new), Entertainment (watching)"
1064,Coding ,coding,Technology & Coding (coding),Technology & Coding (coding)
1065,Cooking ,cooking,Cooking & Baking (cook),Cooking & Baking (cook)
1066,Movie swimming dancing,movie swimming dancing,"Sports (swim), Music & Dance (dancing), Entertainment (movie)","Entertainment (movie), Music & Dance (dancing), Sports (swim)"
1067,For many activities which is homeless ,for many activities which is homeless,Mind & Wellness (homeless),Mind & Wellness (homeless)
1068,Sports,sports,Sports (sport),Sports (sport)
1069,Playing games,playing games,Gaming (game),Gaming (game)
1070,Playing cricket ,playing cricket,Sports (cricket),Sports (cricket)
1071,Listening music drawingsurfing internet. ,listening music drawingsurfing internet,"Arts & Crafts (drawing), Music & Dance (music), Mind & Wellness (listening)","Arts & Crafts (drawing), Mind & Wellness (listening), Music & Dance (music)"
1072,Drawing bakingcooking rangoli making etc,drawing bakingcooking rangoli making etc,"Arts & Crafts (drawing), Cooking & Baking (cook)","Arts & Crafts (drawing), Cooking & Baking (cook)"
1073,Workout ,workout,Fitness & Gym (workout),Fitness & Gym (workout)
1074,SPORTS ,sports,Sports (sport),Sports (sport)
1075,Learning new things ,learning new things,"Reading & Writing (learn), Design (new), Education & Study (learning)","Design (new), Education & Study (learning), Reading & Writing (learn)"
1076,Wicket keeper ,wicket keeper,Sports (wicket),Sports (wicket)
1077,foot ball ,foot ball,Sports (foot ball),Sports (foot ball)
1078,-,,,None (explicit none match)
1079,Driving ,driving,Travel & Adventure (driving),Travel & Adventure (driving)
1080,Sleeping ,sleeping,Mind & Wellness (sleep),Mind & Wellness (sleep)
1081,Cricket,cricket,Sports (cricket),Sports (cricket)
1082,.,,,None (explicit none match)
1083,Riding bike,riding bike,Automotive & Racing (bike),Automotive & Racing (bike)
1084,Motorsports,motorsports,Sports (sport),Sports (sport)
1085,Reading watching movies photography trying different foods items.,reading watching movies photography trying different foods items,"Reading & Writing (read), Cooking & Baking (food), Design (photography), Entertainment (movie)","Cooking & Baking (food), Design (photography), Entertainment (movie), Reading & Writing (read)"
1086,Traveling and sports ,traveling and sports,"Sports (sport), Travel & Adventure (travel)","Sports (sport), Travel & Adventure (travel)"
1087,Interest in vehicles design & manufacturing ,interest in vehicles design   manufacturing,Design (design),Design (design)
1088,Watching Movie ,watching movie,Entertainment (movie),Entertainment (movie)
1089,Dancing and drawing ,dancing and drawing,"Arts & Crafts (drawing), Music & Dance (dancing)","Arts & Crafts (drawing), Music & Dance (dancing)"
1090,Good interactioncommunication cricket ,good interactioncommunication cricket,Sports (cricket),Sports (cricket)
1091,air rifle shooting ,air rifle shooting,Sports (shooting),Sports (shooting)
1092,Playing cricket ,playing cricket,Sports (cricket),Sports (cricket)
1093,Playing volleyball ,playing volleyball,Sports (volley),Sports (volley)
1094,Reading listening music dancing art and craft,reading listening music dancing art and craft,"Arts & Crafts (craft), Music & Dance (music), Reading & Writing (read), Mind & Wellness (listening)","Arts & Crafts (craft), Mind & Wellness (listening), Music & Dance (music), Reading & Writing (read)"
1095,Painting and photography ,painting and photography,"Arts & Crafts (painting), Design (photography)","Arts & Crafts (painting), Design (photography)"
1096,Exercise ,exercise,Fitness & Gym (exercise),Fitness & Gym (exercise)
1097,Animation,animation,Design (animation),Design (animation)
1098,Reading ,reading,Reading & Writing (read),Reading & Writing (read)
1099,Cricket and games ,cricket and games,"Sports (cricket), Gaming (game)","Gaming (game), Sports (cricket)"
1100,Coding tech field dance cricket tennis interest in buisness and finance ,coding tech field dance cricket tennis interest in buisness and finance,"Sports (cricket), Music & Dance (dance), Technology & Coding (coding), Business & Finance (finance)","Business & Finance (finance), Music & Dance (dance), Sports (cricket), Technology & Coding (coding)"
1101,Playing Games ,playing games,Gaming (game),Gaming (game)
1102,Playing cricket and baseball,playing cricket and baseball,Sports (cricket),Sports (cricket)
1103,Learning new things ,learning new things,"Reading & Writing (learn), Design (new), Education & Study (learning)","Design (new), Education & Study (learning), Reading & Writing (learn)"
1104,Reading novels webnovels fiction and non fiction gaming chess,reading novels webnovels fiction and non fiction gaming chess,"Sports (chess), Reading & Writing (read), Gaming (gaming)","Gaming (gaming), Reading & Writing (read), Sports (chess)"
1105,Singing dancing,singing dancing,Music & Dance (singing),Music & Dance (singing)
1106,Reading ,reading,Reading & Writing (read),Reading & Writing (read)
1107,My hobbies is mehandi rangoli sports and dance,my hobbies is mehandi rangoli sports and dance,"Sports (sport), Music & Dance (dance)","Music & Dance (dance), Sports (sport)"
1108,Drawing and designing,drawing and designing,"Arts & Crafts (drawing), Design (design)","Arts & Crafts (drawing), Design (design)"
1109,Join the MNC,join the mnc,Business & Finance (mnc),Business & Finance (mnc)
1110,playing games reading crafting new things,playing games reading crafting new things,"Arts & Crafts (craft), Reading & Writing (read), Gaming (game), Design (new)","Arts & Crafts (craft), Design (new), Gaming (game), Reading & Writing (read)"
1111,Painting and crafting,painting and crafting,Arts & Crafts (painting),Arts & Crafts (painting)
1112,Sports game ,sports game,"Sports (sport), Gaming (game)","Gaming (game), Sports (sport)"
1113,Playing cricketusing net browsing etc,playing cricketusing net browsing etc,Sports (cricket),Sports (cricket)
1114,Outing dancing etc,outing dancing etc,Music & Dance (dancing),Music & Dance (dancing)
1115,Listening to songs gym workout exploring nature etc.,listening to songs gym workout exploring nature etc,"Music & Dance (song), Travel & Adventure (exploring), Fitness & Gym (gym), Mind & Wellness (listening)","Fitness & Gym (gym), Mind & Wellness (listening), Music & Dance (song), Travel & Adventure (exploring)"
1116,Reading fantasy books as well as biographies,reading fantasy books as well as biographies,Reading & Writing (read),Reading & Writing (read)
1117,Don't know ,don t know,,None (no matches)
1118,Sketching travelling,sketching travelling,"Arts & Crafts (sketching), Travel & Adventure (travel)","Arts & Crafts (sketching), Travel & Adventure (travel)"
1119,Watching movies ,watching movies,Entertainment (movie),Entertainment (movie)
1120,Creativity ,creativity,Arts & Crafts (creativity),Arts & Crafts (creativity)
1121,Learn new language ,learn new language,"Reading & Writing (learn), Design (new), Education & Study (language)","Design (new), Education & Study (language), Reading & Writing (learn)"
1122,Karate and listening music ,karate and listening music,"Sports (karate), Music & Dance (music), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music), Sports (karate)"
1123,Coding & Programming â€“ Building projects solving coding challenges or exploring new languages.,coding   programming â   building projects solving coding challenges or exploring new languages,"Travel & Adventure (exploring), Technology & Coding (coding), Design (new), Business & Finance (project), Education & Study (language)","Business & Finance (project), Design (new), Education & Study (language), Technology & Coding (coding), Travel & Adventure (exploring)"
1124,Exploring new things ,exploring new things,"Travel & Adventure (exploring), Design (new)","Design (new), Travel & Adventure (exploring)"
1125,Data analytics playing team games ,data analytics playing team games,"Gaming (game), Education & Study (data analytics)","Education & Study (data analytics), Gaming (game)"
1126,Playing cricket  mobile & computer games ,playing cricket  mobile   computer games,"Sports (cricket), Technology & Coding (computer), Gaming (game)","Gaming (game), Sports (cricket), Technology & Coding (computer)"
1127,Watching movies ,watching movies,Entertainment (movie),Entertainment (movie)
1128,Writing listening songs gaming ,writing listening songs gaming,"Music & Dance (song), Reading & Writing (writing), Gaming (gaming), Mind & Wellness (listening)","Gaming (gaming), Mind & Wellness (listening), Music & Dance (song), Reading & Writing (writing)"
1129,Listening music coding online games,listening music coding online games,"Music & Dance (music), Technology & Coding (coding), Gaming (game), Mind & Wellness (listening)","Gaming (game), Mind & Wellness (listening), Music & Dance (music), Technology & Coding (coding)"
1130,Gaming Cricket football  Spending time with friends and family ,gaming cricket football  spending time with friends and family,"Sports (cricket), Gaming (gaming), Mind & Wellness (family)","Gaming (gaming), Mind & Wellness (family), Sports (cricket)"
1131,Dancing ,dancing,Music & Dance (dancing),Music & Dance (dancing)
1132,Reading a books ,reading a books,Reading & Writing (read),Reading & Writing (read)
1133,Reading books  ,reading books,Reading & Writing (read),Reading & Writing (read)
1134,To watch funny videos ,to watch funny videos,Entertainment (watch),Entertainment (watch)
1135,Dancingcooking ,dancingcooking,"Music & Dance (dancing), Cooking & Baking (cook)","Cooking & Baking (cook), Music & Dance (dancing)"
1136,Drawing,drawing,Arts & Crafts (drawing),Arts & Crafts (drawing)
1137,Making reels photoholic,making reels photoholic,Entertainment (reels),Entertainment (reels)
1138,Photography Editing Traveling,photography editing traveling,"Travel & Adventure (travel), Design (photography)","Design (photography), Travel & Adventure (travel)"
1139,Dancing and playing ,dancing and playing,Music & Dance (dancing),Music & Dance (dancing)
1140,Riding Horses ,riding horses,Automotive & Racing (riding),Automotive & Racing (riding)
1141,Listening Music Travelling ,listening music travelling,"Music & Dance (music), Travel & Adventure (travel), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music), Travel & Adventure (travel)"
1142,Listening music watching series/YouTube ,listening music watching series youtube,"Music & Dance (music), Entertainment (youtube), Mind & Wellness (listening)","Entertainment (youtube), Mind & Wellness (listening), Music & Dance (music)"
1143,Innovative new ideas into projects and gaming in free time,innovative new ideas into projects and gaming in free time,"Gaming (gaming), Design (new), Business & Finance (project)","Business & Finance (project), Design (new), Gaming (gaming)"
1144,I like reading drawing,i like reading drawing,"Arts & Crafts (drawing), Reading & Writing (read)","Arts & Crafts (drawing), Reading & Writing (read)"
1145,Drawing Digital Illustration 2D Animation,drawing digital illustration 2d animation,"Arts & Crafts (drawing), Design (illustration)","Arts & Crafts (drawing), Design (illustration)"
1146,Drivingreading ,drivingreading,"Reading & Writing (read), Travel & Adventure (driving)","Reading & Writing (read), Travel & Adventure (driving)"
1147,Reading ,reading,Reading & Writing (read),Reading & Writing (read)
1148,Reading travel,reading travel,"Reading & Writing (read), Travel & Adventure (travel)","Reading & Writing (read), Travel & Adventure (travel)"
1149,Reading  watching serial ,reading  watching serial,"Reading & Writing (read), Entertainment (watching)","Entertainment (watching), Reading & Writing (read)"
1150,Sports,sports,Sports (sport),Sports (sport)
1151,Woking Hard Playing Cricket ,woking hard playing cricket,Sports (cricket),Sports (cricket)
1152,Writing Reading,writing reading,Reading & Writing (read),Reading & Writing (read)
1153,Read novel and books,read novel and books,Reading & Writing (read),Reading & Writing (read)
1154,Reading,reading,Reading & Writing (read),Reading & Writing (read)
1155,Trekking ,trekking,Travel & Adventure (trek),Travel & Adventure (trek)
1156,Make a Best Software engineer,make a best software engineer,Technology & Coding (software),Technology & Coding (software)
1157,Writing Listening Music Cooking ,writing listening music cooking,"Music & Dance (music), Reading & Writing (writing), Cooking & Baking (cook), Mind & Wellness (listening)","Cooking & Baking (cook), Mind & Wellness (listening), Music & Dance (music), Reading & Writing (writing)"
1158,Reading cooking ,reading cooking,"Reading & Writing (read), Cooking & Baking (cook)","Cooking & Baking (cook), Reading & Writing (read)"
1159,Playing cricket trekking ,playing cricket trekking,"Sports (cricket), Travel & Adventure (trek)","Sports (cricket), Travel & Adventure (trek)"
1160,Traveling Listening Music ,traveling listening music,"Music & Dance (music), Travel & Adventure (travel), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music), Travel & Adventure (travel)"
1161,Traveling ,traveling,Travel & Adventure (travel),Travel & Adventure (travel)
1162,Playing any sports ,playing any sports,Sports (sport),Sports (sport)
1163,Dancingplaying ,dancingplaying,Music & Dance (dancing),Music & Dance (dancing)
1164,Cricket,cricket,Sports (cricket),Sports (cricket)
1165,Dancing and reading ,dancing and reading,"Music & Dance (dancing), Reading & Writing (read)","Music & Dance (dancing), Reading & Writing (read)"
1166,Cricket travelling kabaddi listening music etc.,cricket travelling kabaddi listening music etc,"Sports (cricket), Music & Dance (music), Travel & Adventure (travel), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music), Sports (cricket), Travel & Adventure (travel)"
1167,Reading and drawing ,reading and drawing,"Arts & Crafts (drawing), Reading & Writing (read)","Arts & Crafts (drawing), Reading & Writing (read)"
1168,Business ,business,Business & Finance (business),Business & Finance (business)
1169,Cycling listen music,cycling listen music,Music & Dance (music),Music & Dance (music)
1170,Waching novel ,waching novel,Reading & Writing (novel),Reading & Writing (novel)
1171,Love to express thoughts by writing Singing ,love to express thoughts by writing singing,"Music & Dance (singing), Reading & Writing (writing)","Music & Dance (singing), Reading & Writing (writing)"
1172,Swimming watching movies Coding ,swimming watching movies coding,"Sports (swim), Technology & Coding (coding), Entertainment (movie)","Entertainment (movie), Sports (swim), Technology & Coding (coding)"
1173,Interest is learning new things ,interest is learning new things,"Reading & Writing (learn), Design (new), Education & Study (learning)","Design (new), Education & Study (learning), Reading & Writing (learn)"
1174,Solo Traveling,solo traveling,Travel & Adventure (travel),Travel & Adventure (travel)
1175,Sports dancing  bike riding and tracking ,sports dancing  bike riding and tracking,"Sports (sport), Music & Dance (dancing), Travel & Adventure (tracking), Automotive & Racing (bike)","Automotive & Racing (bike), Music & Dance (dancing), Sports (sport), Travel & Adventure (tracking)"
1176,reading books and watching thriller movies and cricket,reading books and watching thriller movies and cricket,"Sports (cricket), Reading & Writing (read), Entertainment (movie)","Entertainment (movie), Reading & Writing (read), Sports (cricket)"
1177,Reading novels,reading novels,Reading & Writing (read),Reading & Writing (read)
1178,To being an Cricketer ,to being an cricketer,Sports (cricket),Sports (cricket)
1179,Gym Trekking Discussion on politics and world affairs Technology farming,gym trekking discussion on politics and world affairs technology farming,"Travel & Adventure (trek), Technology & Coding (tech), Fitness & Gym (gym)","Fitness & Gym (gym), Technology & Coding (tech), Travel & Adventure (trek)"
1180,Walking,walking,Fitness & Gym (walking),Fitness & Gym (walking)
1181,NA,na,,None (explicit none match)
1182,Reading books and exploring the new things ,reading books and exploring the new things,"Reading & Writing (read), Travel & Adventure (exploring), Design (new)","Design (new), Reading & Writing (read), Travel & Adventure (exploring)"
1183,Making designs Drawing dancing reading travelling cooking,making designs drawing dancing reading travelling cooking,"Arts & Crafts (drawing), Music & Dance (dancing), Reading & Writing (read), Travel & Adventure (travel), Cooking & Baking (cook), Design (design)","Arts & Crafts (drawing), Cooking & Baking (cook), Design (design), Music & Dance (dancing), Reading & Writing (read), Travel & Adventure (travel)"
1184,Singing Coding ,singing coding,"Music & Dance (singing), Technology & Coding (coding)","Music & Dance (singing), Technology & Coding (coding)"
1185,Learning new things playing an harmonium reading books  teamwork ,learning new things playing an harmonium reading books  teamwork,"Music & Dance (harmonium), Reading & Writing (read), Design (new), Education & Study (learning)","Design (new), Education & Study (learning), Music & Dance (harmonium), Reading & Writing (read)"
1186,Drawing playing cricket listening songs,drawing playing cricket listening songs,"Sports (cricket), Arts & Crafts (drawing), Music & Dance (song), Mind & Wellness (listening)","Arts & Crafts (drawing), Mind & Wellness (listening), Music & Dance (song), Sports (cricket)"
1187,My hobbies are watching movies/webseries playing cricket travelling tracking ,my hobbies are watching movies webseries playing cricket travelling tracking,"Sports (cricket), Travel & Adventure (travel), Entertainment (movie)","Entertainment (movie), Sports (cricket), Travel & Adventure (travel)"
1188,Cricket and road trip ,cricket and road trip,"Sports (cricket), Travel & Adventure (road trip)","Sports (cricket), Travel & Adventure (road trip)"
1189,Dancing playing Drawing ,dancing playing drawing,"Arts & Crafts (drawing), Music & Dance (dancing)","Arts & Crafts (drawing), Music & Dance (dancing)"
1190,Dancing and Learning ,dancing and learning,"Music & Dance (dancing), Reading & Writing (learn), Education & Study (learning)","Education & Study (learning), Music & Dance (dancing), Reading & Writing (learn)"
1191,Imagination dancing writing interest in software testing IT or non IT,imagination dancing writing interest in software testing it or non it,"Music & Dance (dancing), Reading & Writing (writing), Technology & Coding (software)","Music & Dance (dancing), Reading & Writing (writing), Technology & Coding (software)"
1192,Listening music ,listening music,"Music & Dance (music), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music)"
1193,Playing cricketvollyball,playing cricketvollyball,"Sports (cricket), Entertainment (tv)","Entertainment (tv), Sports (cricket)"
1194,Reading,reading,Reading & Writing (read),Reading & Writing (read)
1195,Sports General knowledge question solving,sports general knowledge question solving,"Sports (sport), Education & Study (knowledge)","Education & Study (knowledge), Sports (sport)"
1196,Singing,singing,Music & Dance (singing),Music & Dance (singing)
1197,Drawing playing sports ,drawing playing sports,"Sports (sport), Arts & Crafts (drawing)","Arts & Crafts (drawing), Sports (sport)"
1198,Singing,singing,Music & Dance (singing),Music & Dance (singing)
1199,Playing a Cricket Making interesting new thing or projects,playing a cricket making interesting new thing or projects,"Sports (cricket), Design (new), Business & Finance (project)","Business & Finance (project), Design (new), Sports (cricket)"
1200,Dancing,dancing,Music & Dance (dancing),Music & Dance (dancing)
1201,Learning New skills ,learning new skills,"Reading & Writing (learn), Design (new), Education & Study (learning)","Design (new), Education & Study (learning), Reading & Writing (learn)"
1202,Work-out ,work out,Fitness & Gym (work out),Fitness & Gym (work out)
1203,Nothing ,nothing,,None (explicit none match)
1204,Reading writing coding etc,reading writing coding etc,"Reading & Writing (read), Technology & Coding (coding)","Reading & Writing (read), Technology & Coding (coding)"
1205,Video Editing Coding Cricket Volleyball Etc.,video editing coding cricket volleyball etc,"Sports (cricket), Technology & Coding (coding), Design (video editing)","Design (video editing), Sports (cricket), Technology & Coding (coding)"
1206,Playing outdoor games web development ,playing outdoor games web development,"Technology & Coding (web development), Gaming (game)","Gaming (game), Technology & Coding (web development)"
1207,Writing singingsolve problems ,writing singingsolve problems,"Music & Dance (singing), Reading & Writing (writing)","Music & Dance (singing), Reading & Writing (writing)"
1208,Islamic studies ,islamic studies,Education & Study (studies),Education & Study (studies)
1209,Gym ,gym,Fitness & Gym (gym),Fitness & Gym (gym)
1210,Sleeping ,sleeping,Mind & Wellness (sleep),Mind & Wellness (sleep)
1211,Singing dancing playing sports,singing dancing playing sports,"Sports (sport), Music & Dance (singing)","Music & Dance (singing), Sports (sport)"
1212,Learning new technology playing badminton,learning new technology playing badminton,"Sports (badminton), Reading & Writing (learn), Technology & Coding (tech), Design (new), Education & Study (learning)","Design (new), Education & Study (learning), Reading & Writing (learn), Sports (badminton), Technology & Coding (tech)"
1213,Watching and playing sportswatching movies and web series,watching and playing sportswatching movies and web series,"Sports (sport), Entertainment (movie)","Entertainment (movie), Sports (sport)"
1214,I like to binge watch movies ,i like to binge watch movies,Entertainment (movie),Entertainment (movie)
1215,Tennis Reading ,tennis reading,"Sports (tennis), Reading & Writing (read)","Reading & Writing (read), Sports (tennis)"
1216,Cyclinggym,cyclinggym,Fitness & Gym (gym),Fitness & Gym (gym)
1217,Still figuring out,still figuring out,,None (no matches)
1218,Playing E-Games Gym ,playing e games gym,"Gaming (game), Fitness & Gym (gym)","Fitness & Gym (gym), Gaming (game)"
1219,Playing chess problem solving,playing chess problem solving,"Sports (chess), Puzzles (problem solving)","Puzzles (problem solving), Sports (chess)"
1220,Playing football chess swimming mind related games and also listening to music ,playing football chess swimming mind related games and also listening to music,"Sports (chess), Music & Dance (music), Gaming (game), Mind & Wellness (listening)","Gaming (game), Mind & Wellness (listening), Music & Dance (music), Sports (chess)"
1221,PaintingReading,paintingreading,"Arts & Crafts (painting), Reading & Writing (read)","Arts & Crafts (painting), Reading & Writing (read)"
1222,Reading History Geography Geo Political ,reading history geography geo political,Reading & Writing (read),Reading & Writing (read)
1223,Cooking and listening to music ,cooking and listening to music,"Music & Dance (music), Cooking & Baking (cook), Mind & Wellness (listening)","Cooking & Baking (cook), Mind & Wellness (listening), Music & Dance (music)"
1224,Drawing Mandalas listening to music watching movies and web series playing any sport in general ,drawing mandalas listening to music watching movies and web series playing any sport in general,"Sports (sport), Arts & Crafts (drawing), Music & Dance (music), Entertainment (movie), Mind & Wellness (listening)","Arts & Crafts (drawing), Entertainment (movie), Mind & Wellness (listening), Music & Dance (music), Sports (sport)"
1225,Listening songs,listening songs,"Music & Dance (song), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (song)"
1226,Hobbies is to play musical instruments and interest is in aws cloud,hobbies is to play musical instruments and interest is in aws cloud,Music & Dance (music),Music & Dance (music)
1227,Playing ,playing,Sports (playing fallback),Sports (playing fallback)
1228,Learning new things ,learning new things,"Reading & Writing (learn), Design (new), Education & Study (learning)","Design (new), Education & Study (learning), Reading & Writing (learn)"
1229,Playing Football,playing football,Sports (football),Sports (football)
1230,Basketball non-fictional reading ,basketball non fictional reading,"Sports (basketball), Reading & Writing (read)","Reading & Writing (read), Sports (basketball)"
1231,Dance,dance,Music & Dance (dance),Music & Dance (dance)
1232,Playing cricket and watching podcasts.,playing cricket and watching podcasts,"Sports (cricket), Entertainment (watching)","Entertainment (watching), Sports (cricket)"
1233,Reading Gaming Graphic Designing,reading gaming graphic designing,"Reading & Writing (read), Gaming (gaming), Design (design)","Design (design), Gaming (gaming), Reading & Writing (read)"
1234,Sports ,sports,Sports (sport),Sports (sport)
1235,Listening to music singingtrekking playing cricketetc,listening to music singingtrekking playing cricketetc,"Sports (cricket), Music & Dance (music), Travel & Adventure (trek), Mind & Wellness (listening)","Mind & Wellness (listening), Music & Dance (music), Sports (cricket), Travel & Adventure (trek)"
1236,Art,art,Arts & Crafts (art),Arts & Crafts (art)
1237,Singing reading dancing,singing reading dancing,"Music & Dance (singing), Reading & Writing (read)","Music & Dance (singing), Reading & Writing (read)"
1238,Badminton and Exercise and Listening to Music ,badminton and exercise and listening to music,"Sports (badminton), Music & Dance (music), Fitness & Gym (exercise), Mind & Wellness (listening)","Fitness & Gym (exercise), Mind & Wellness (listening), Music & Dance (music), Sports (badminton)"
1239,Meditation ,meditation,Mind & Wellness (meditation),Mind & Wellness (meditation)
1240,Don't know ,don t know,,None (no matches)
1241,Social work,social work,Social & Volunteering (social),Social & Volunteering (social)
1242,Listening songsGym,listening songsgym,"Music & Dance (song), Fitness & Gym (gym), Mind & Wellness (listening)","Fitness & Gym (gym), Mind & Wellness (listening), Music & Dance (song)"
1243,READING BOOKS AND DRAWING,reading books and drawing,"Arts & Crafts (drawing), Reading & Writing (read)","Arts & Crafts (drawing), Reading & Writing (read)"
1244,Badminton carrom and music,badminton carrom and music,"Sports (badminton), Music & Dance (music), Automotive & Racing (car)","Automotive & Racing (car), Music & Dance (music), Sports (badminton)"
1245,No,no,,None (explicit none match)
1246,Chilling ,chilling,Mind & Wellness (chilling),Mind & Wellness (chilling)
1247,Kabaddi Dance  Travelling ,kabaddi dance  travelling,"Sports (kabaddi), Music & Dance (dance), Travel & Adventure (travel)","Music & Dance (dance), Sports (kabaddi), Travel & Adventure (travel)"
1248,Sports ,sports,Sports (sport),Sports (sport)
1249,Cricket singing travelling ,cricket singing travelling,"Sports (cricket), Music & Dance (singing), Travel & Adventure (travel)","Music & Dance (singing), Sports (cricket), Travel & Adventure (travel)"
1250,SPORTS,sports,Sports (sport),Sports (sport)
1251,listening music watching movies talk to parent and friend ,listening music watching movies talk to parent and friend,"Music & Dance (music), Entertainment (movie), Mind & Wellness (listening)","Entertainment (movie), Mind & Wellness (listening), Music & Dance (music)"
1252,READING BOOKS GARDENING CINEMATOGRAPHYPAINTING.,reading books gardening cinematographypainting,"Arts & Crafts (painting), Reading & Writing (read), Entertainment (cinema), Gardening (gardening)","Arts & Crafts (painting), Entertainment (cinema), Gardening (gardening), Reading & Writing (read)"
1253,Dramatics,dramatics,Entertainment (dramatics),Entertainment (dramatics)
1254,Basketball ,basketball,Sports (basketball),Sports (basketball)
1255,Watching listening music,watching listening music,"Music & Dance (music), Entertainment (watching), Mind & Wellness (listening)","Entertainment (watching), Mind & Wellness (listening), Music & Dance (music)"
1256,Reading story books ,reading story books,Reading & Writing (read),Reading & Writing (read)
1257,Movies,movies,Entertainment (movie),Entertainment (movie)
1258,Designing templates UI using figma and Canva sketchingdoodle art ,designing templates ui using figma and canva sketchingdoodle art,"Arts & Crafts (sketching), Design (design)","Arts & Crafts (sketching), Design (design)"
1259,Watching a movie,watching a movie,Entertainment (movie),Entertainment (movie)
1260,BASKETBALL WATCHING REELS AND YOUTUBE,basketball watching reels and youtube,"Sports (basketball), Entertainment (youtube)","Entertainment (youtube), Sports (basketball)"
1261,Sports eSports ,sports esports,"Sports (sport), Gaming (esports)","Gaming (esports), Sports (sport)"
1262,Playing cricket ,playing cricket,Sports (cricket),Sports (cricket)
1263,Drawing ,drawing,Arts & Crafts (drawing),Arts & Crafts (drawing)
1264,Gardening ,gardening,Gardening (gardening),Gardening (gardening)
1265,Drawing reading travelling ,drawing reading travelling,"Arts & Crafts (drawing), Reading & Writing (read), Travel & Adventure (travel)","Arts & Crafts (drawing), Reading & Writing (read), Travel & Adventure (travel)"
1266,Crying,crying,Mind & Wellness (crying),Mind & Wellness (crying)
1267,reading Books,reading books,Reading & Writing (read),Reading & Writing (read)
1268,Playing Sports drawing reading ,playing sports drawing reading,"Sports (sport), Arts & Crafts (drawing), Reading & Writing (read)","Arts & Crafts (drawing), Reading & Writing (read), Sports (sport)"
1269,art and craft sports reading ,art and craft sports reading,"Sports (sport), Arts & Crafts (craft), Reading & Writing (read)","Arts & Crafts (craft), Reading & Writing (read), Sports (sport)"
1270,gym,gym,Fitness & Gym (gym),Fitness & Gym (gym)
